kepoi_name,period_days,orbital_dist_AU,planet_radius_earth,planet_type,stellar_mass_solar,stellar_temp_K,luminosity_solar,hz_inner_AU,hz_outer_AU,in_habitable_zone,koi_kepmag
K04773.01,8.8494,0.0838,0.82,Rocky (Earth-like),1.004,6095.0,1.5256,1.1734,1.6922,False,13.556
K04774.01,51.5678,0.2539,1.3,Super-Earth,0.821,5285.0,0.5371,0.6962,1.004,False,13.882
K04775.01,16.4492,0.1437,2.75,Mini-Neptune,1.464,5334.0,5.6494,2.258,3.2563,False,12.999
K03310.01,20.5513,0.1415,1.64,Super-Earth,0.894,5401.0,0.6434,0.762,1.0989,False,13.55
K03236.01,7.1304,0.0819,1.18,Rocky (Earth-like),1.443,6312.0,6.126,2.3513,3.3909,False,12.31
K03206.01,15.1516,0.1198,1.38,Super-Earth,1.0,5780.0,1.0014,0.9507,1.371,False,11.843
K03248.01,6.9126,0.0701,0.64,Rocky (Earth-like),0.96,5761.0,1.0772,0.986,1.4219,False,12.419
K03208.01,2.1317,0.0321,0.56,Rocky (Earth-like),0.967,5849.0,1.0438,0.9706,1.3997,False,11.893
K04864.01,5.6649,0.0593,0.78,Rocky (Earth-like),0.865,5888.0,1.3769,1.1147,1.6076,False,13.221
K03209.01,11.9126,0.1183,2.61,Mini-Neptune,1.556,6337.0,7.8886,2.6682,3.8479,False,11.915
K04871.01,4.082,0.051,0.6,Rocky (Earth-like),1.061,6538.0,2.1907,1.4061,2.0277,False,13.05
K04878.01,449.015,1.1368,1.04,Rocky (Earth-like),0.972,6031.0,1.3539,1.1054,1.5941,True,12.291
K01151.04,17.4533,0.1242,0.76,Rocky (Earth-like),0.838,5528.0,0.6096,0.7417,1.0697,False,13.404
K07708.01,6.7024,0.0691,1.82,Super-Earth,0.979,5466.0,3.9613,1.8908,2.7267,False,12.954
K04811.01,21.7434,0.1518,2.23,Mini-Neptune,0.987,5767.0,2.224,1.4167,2.0431,False,13.816
K04881.01,5.6795,0.0648,1.16,Rocky (Earth-like),1.127,6514.0,4.0583,1.9138,2.7599,False,12.892
K03202.01,92.4611,0.4266,2.86,Mini-Neptune,1.211,5132.0,4.3639,1.9845,2.8619,False,11.784
K04813.01,9.2295,0.0734,0.82,Rocky (Earth-like),0.618,4781.0,0.1665,0.3876,0.559,False,13.78
K01151.05,21.7203,0.1436,0.8,Rocky (Earth-like),0.838,5528.0,0.6096,0.7417,1.0697,False,13.404
K04818.01,3.7989,0.0547,1.46,Super-Earth,1.511,6831.0,8.6645,2.7964,4.0327,False,13.008
K03203.01,96.8165,0.4594,3.19,Mini-Neptune,1.38,6404.0,9.184,2.879,4.1518,False,11.816
K04822.01,3.5141,0.0461,0.69,Rocky (Earth-like),1.058,6201.0,1.2976,1.0822,1.5606,False,13.474
K04823.01,4.965,0.0566,1.51,Super-Earth,0.982,5339.0,2.9482,1.6312,2.3523,False,12.739
K04833.01,4.3172,0.0515,1.01,Rocky (Earth-like),0.979,5992.0,1.9848,1.3384,1.9301,False,13.6
K04834.01,3.741,0.0546,1.85,Super-Earth,1.554,5110.0,6.3863,2.4008,3.4621,False,13.096
K01613.02,94.0944,0.4014,0.9,Rocky (Earth-like),0.974,6099.0,2.1239,1.3845,1.9966,False,11.049
K07764.01,227.8346,0.7634,2.83,Mini-Neptune,1.143,6004.0,5.607,2.2495,3.244,False,13.845
K07735.01,382.3031,1.1318,4.05,Gas Giant,1.323,5993.0,7.7637,2.647,3.8173,False,13.104
K03371.01,58.1264,0.2868,1.32,Super-Earth,0.931,5413.0,0.5179,0.6837,0.9859,False,13.747
K03444.01,12.6714,0.0864,0.76,Rocky (Earth-like),0.536,3705.0,0.0473,0.2066,0.298,False,13.693
K03444.02,60.3267,0.2445,4.98,Gas Giant,0.536,3705.0,0.0473,0.2066,0.298,True,13.693
K03444.03,2.636,0.0303,0.5,Rocky (Earth-like),0.536,3705.0,0.0473,0.2066,0.298,False,13.693
K07780.01,5.3361,0.0647,1.52,Super-Earth,1.267,6742.0,7.6541,2.6283,3.7902,False,12.691
K03384.01,10.5484,0.096,3.89,Mini-Neptune,1.059,6047.0,1.4305,1.1362,1.6386,False,13.204
K07749.01,133.6348,0.4815,1.89,Super-Earth,0.834,5202.0,0.5537,0.7069,1.0194,False,13.623
K07750.01,494.4851,1.3737,5.03,Gas Giant,1.414,6303.0,9.2296,2.8861,4.1621,False,12.088
K00332.02,6.8667,0.0745,0.79,Rocky (Earth-like),1.172,5914.0,1.4139,1.1296,1.629,False,13.046
K03398.03,4.3271,0.0632,3.58,Mini-Neptune,1.801,5745.0,15.2877,3.7145,5.3566,False,13.489
K03473.01,27.6371,0.1929,6.96,Gas Giant,1.254,5214.0,3.9058,1.8775,2.7075,False,13.851
K07729.01,50.5637,0.3099,1.57,Super-Earth,1.552,6759.0,7.6556,2.6285,3.7906,False,10.948
K03340.01,8.954,0.0822,0.84,Rocky (Earth-like),0.925,6168.0,1.1646,1.0252,1.4785,False,13.776
K03340.02,13.7281,0.1093,1.06,Rocky (Earth-like),0.925,6168.0,1.1646,1.0252,1.4785,False,13.776
K03421.01,40.6511,0.2491,1.7,Super-Earth,1.247,6297.0,2.6438,1.5447,2.2276,False,13.935
K07775.01,89.9458,0.3781,3.46,Mini-Neptune,0.891,5115.0,2.2734,1.4324,2.0657,False,13.64
K03422.01,40.1455,0.3194,13.01,Super-Jupiter,2.697,7852.0,174.9362,12.565,18.1201,False,13.201
K07733.01,1.0481,0.0246,4.52,Gas Giant,1.799,7673.0,32.1249,5.3845,7.765,False,11.86
K03496.02,8.5434,0.09,1.58,Super-Earth,1.333,6602.0,4.8394,2.0899,3.0138,False,13.932
K03500.02,4.7483,0.062,1.57,Super-Earth,1.408,6056.0,7.4283,2.5892,3.7339,False,13.214
K03431.01,19.6001,0.1432,2.08,Mini-Neptune,1.019,6003.0,1.012,0.9557,1.3782,False,13.874
K03823.01,202.1168,0.6659,5.8,Gas Giant,0.964,5536.0,0.7086,0.7997,1.1532,False,13.922
K03777.01,17.7476,0.1904,146.63,Super-Jupiter,2.922,8992.0,136.9522,11.1175,16.0326,False,11.5
K02059.02,2.1857,0.0307,0.44,Rocky (Earth-like),0.806,4997.0,0.3113,0.53,0.7644,False,12.906
K02029.04,4.7885,0.0515,0.63,Rocky (Earth-like),0.796,5208.0,0.3934,0.5959,0.8593,False,12.957
K03787.01,141.734,0.5182,10.3,Gas Giant,0.924,5606.0,0.7468,0.821,1.1839,False,13.891
K03864.02,18.2573,0.1236,0.94,Rocky (Earth-like),0.756,5014.0,0.3241,0.5408,0.7799,False,12.914
K07791.01,106.1873,0.4544,231.85,Super-Jupiter,1.11,3287.0,2450.7303,47.0296,67.8216,False,10.028
K03880.01,1.8037,0.0295,1.0,Rocky (Earth-like),1.054,6438.0,2.0955,1.3752,1.9832,False,10.762
K03811.01,290.1402,0.8423,11.58,Super-Jupiter,0.947,5631.0,1.4389,1.1396,1.6434,False,13.906
K02004.03,1.7211,0.0288,0.7,Rocky (Earth-like),1.071,5700.0,1.3098,1.0872,1.5679,False,13.351
K03891.01,47.1096,0.2647,78.98,Super-Jupiter,1.115,5258.0,5.2998,2.187,3.1539,False,13.731
K03741.02,18.5779,0.14,1.36,Super-Earth,1.06,6432.0,2.7779,1.5834,2.2834,False,13.306
K02158.02,6.6823,0.0764,2.09,Mini-Neptune,1.33,5343.0,4.5919,2.0357,2.9357,False,13.052
K01957.01,1.3868,0.0288,29.33,Super-Jupiter,1.66,6823.0,8.0681,2.6984,3.8914,False,12.655
K07818.01,2.5244,0.0393,1.53,Super-Earth,1.266,6461.0,7.7401,2.643,3.8115,False,13.063
K03991.01,1.5706,0.0249,1.37,Super-Earth,0.837,5519.0,0.7061,0.7983,1.1512,False,13.14
K01947.01,6.4229,0.0687,1.66,Super-Earth,1.049,6102.0,1.284,1.0765,1.5524,False,12.335
K07842.01,3.1114,0.0439,0.7,Rocky (Earth-like),1.169,6450.0,2.5164,1.507,2.1733,False,13.396
K02879.01,0.3391,0.0102,2.09,Mini-Neptune,1.216,5653.0,4.3663,1.9851,2.8627,False,12.771
K03936.01,141.6086,0.5025,2.98,Mini-Neptune,0.844,5083.0,0.4266,0.6205,0.8948,False,13.336
K07832.01,3.6092,0.0463,0.68,Rocky (Earth-like),1.014,6032.0,1.0251,0.9618,1.3871,False,13.534
K02135.02,20.189,0.1491,1.39,Super-Earth,1.085,6178.0,2.0981,1.3761,1.9844,False,13.573
K01411.01,305.0762,0.9108,7.82,Gas Giant,1.083,5716.0,1.2777,1.0738,1.5486,False,13.377
K07847.01,399.3759,1.102,3.93,Mini-Neptune,1.119,6098.0,3.2479,1.7121,2.469,False,13.281
K00969.01,17.512,0.1332,49.0,Super-Jupiter,1.027,5975.0,1.2897,1.0789,1.5558,False,12.336
K00972.02,7.8226,0.0981,1.73,Super-Earth,2.06,8002.0,31.3653,5.3204,7.6726,False,9.275
K00974.01,53.5061,0.3087,3.24,Mini-Neptune,1.37,6175.0,6.2564,2.3762,3.4268,False,9.582
K00976.01,52.5691,0.3367,89.0,Super-Jupiter,1.843,7822.0,8.8579,2.8274,4.0774,False,9.729
K00977.01,1.3538,0.0238,63.5,Super-Jupiter,0.976,4204.0,76.2972,8.2981,11.9667,False,10.523
K01118.01,7.373,0.0772,2.7,Mini-Neptune,1.13,6317.0,2.0231,1.3512,1.9486,False,13.835
K01020.01,54.3563,0.2881,59.0,Super-Jupiter,1.08,6059.0,2.5423,1.5147,2.1844,False,12.899
K02925.01,0.7165,0.0149,1.11,Rocky (Earth-like),0.863,5552.0,0.9044,0.9034,1.3029,False,13.458
K01032.01,650.0,1.5714,25.4,Super-Jupiter,1.225,5007.0,3.581,1.7977,2.5925,False,13.862
K00138.01,48.938,0.2971,23.3,Super-Jupiter,1.46,7060.0,6.7485,2.4679,3.559,False,13.96
K02612.02,7.573,0.0737,0.53,Rocky (Earth-like),0.932,5495.0,0.7555,0.8257,1.1908,False,11.83
K00141.01,2.6242,0.0373,5.43,Gas Giant,1.002,5425.0,0.6765,0.7814,1.1268,False,13.687
K01227.01,2.1553,0.032,28.0,Super-Jupiter,0.944,5674.0,0.6562,0.7696,1.1098,False,13.997
K01230.01,165.7211,0.6714,37.1,Super-Jupiter,1.47,5148.0,10.6964,3.107,4.4806,False,12.263
K01242.01,99.6436,0.4458,52.0,Super-Jupiter,1.19,6446.0,1.9431,1.3243,1.9097,False,13.75
K01378.01,19.3012,0.1301,1.2,Rocky (Earth-like),0.789,5234.0,0.4842,0.6611,0.9533,False,13.601
K01645.01,41.1668,0.2142,22.0,Super-Jupiter,0.773,5197.0,0.4085,0.6072,0.8756,False,13.418
K01537.01,10.1914,0.0941,0.82,Rocky (Earth-like),1.071,6063.0,1.51,1.1674,1.6835,False,11.74
K01411.01,305.0565,0.9213,7.05,Gas Giant,1.121,5753.0,1.1827,1.0331,1.4899,False,13.377
K01168.01,432.09,1.192,2.8,Mini-Neptune,1.21,6463.0,3.0682,1.664,2.3997,False,13.997
K01169.01,0.6892,0.0157,1.49,Super-Earth,1.082,5719.0,0.9868,0.9437,1.3609,False,13.248
K01315.01,6.8463,0.0744,1.47,Super-Earth,1.174,6029.0,1.5541,1.1843,1.7079,False,13.137
K01452.01,1.1522,0.0246,23.0,Super-Jupiter,1.5,7162.0,7.7336,2.6419,3.8099,False,13.63
K01463.01,580.0,1.3817,16.29,Super-Jupiter,1.046,6020.0,1.4077,1.1271,1.6255,True,12.328
K01597.01,7.7967,0.0861,2.68,Mini-Neptune,1.402,6443.0,3.1352,1.6821,2.4258,False,12.681
K01208.01,288.8824,0.9086,6.6,Gas Giant,1.199,6506.0,2.0891,1.3731,1.9802,False,13.594
K01796.01,11.8057,0.0986,8.4,Gas Giant,0.918,5764.0,0.8364,0.8688,1.2529,False,12.829
K01957.01,1.3868,0.0256,2.2,Mini-Neptune,1.17,6416.0,2.4137,1.4759,2.1284,False,12.655
K02906.02,145.8926,0.5699,1.47,Super-Earth,1.16,6327.0,2.5432,1.515,2.1848,False,13.716
K02914.01,21.1181,0.1615,1.96,Super-Earth,1.26,6464.0,3.8119,1.8548,2.6748,False,12.199
K02915.01,5.0609,0.0556,1.02,Rocky (Earth-like),0.896,5679.0,0.7694,0.8333,1.2017,False,13.346
K02925.01,0.7165,0.0148,1.21,Rocky (Earth-like),0.84,5520.0,0.8164,0.8584,1.2379,False,13.458
K02935.01,27.8801,0.1903,1.72,Super-Earth,1.182,6448.0,2.0869,1.3724,1.9791,False,13.603
K02677.01,237.7882,0.7875,6.5,Gas Giant,1.152,6409.0,2.1798,1.4026,2.0227,False,13.46
K02679.01,110.7558,0.4811,14.1,Super-Jupiter,1.211,6516.0,2.2027,1.4099,2.0333,False,13.455
K02807.01,3.3757,0.0459,2.7,Mini-Neptune,1.13,6285.0,2.2937,1.4388,2.0749,False,13.91
K02813.01,0.6985,0.0142,1.2,Rocky (Earth-like),0.79,5277.0,0.4909,0.6656,0.9599,False,13.586
K02968.01,10.1643,0.0976,1.02,Rocky (Earth-like),1.202,6276.0,2.0718,1.3674,1.9719,False,11.912
K02971.01,6.0959,0.0674,0.81,Rocky (Earth-like),1.1,6229.0,1.4892,1.1593,1.6718,False,12.742
K02696.01,96.4575,0.4648,5.5,Gas Giant,1.44,7036.0,6.1323,2.3525,3.3926,False,12.998
K02696.02,44.5645,0.2778,3.6,Mini-Neptune,1.44,7036.0,6.1323,2.3525,3.3926,False,12.998
K02949.01,10.1744,0.0971,1.23,Rocky (Earth-like),1.18,6176.0,4.1358,1.932,2.7861,False,13.313
K02706.01,3.0976,0.045,1.45,Super-Earth,1.27,6491.0,3.876,1.8703,2.6972,False,10.268
K02833.01,1.7919,0.0303,1.63,Super-Earth,1.16,6066.0,4.1128,1.9266,2.7784,False,12.599
K00263.01,20.7194,0.1483,2.02,Mini-Neptune,1.014,5820.0,2.0465,1.359,1.9599,False,10.821
K02712.01,7.5079,0.0795,1.94,Super-Earth,1.19,6455.0,2.7969,1.5888,2.2912,False,11.125
K02840.01,3.6793,0.0454,0.87,Rocky (Earth-like),0.925,5733.0,0.8383,0.8698,1.2544,False,13.884
K02840.02,7.4463,0.0727,1.11,Rocky (Earth-like),0.925,5733.0,0.8383,0.8698,1.2544,False,13.884
K02720.01,6.5715,0.0698,0.8,Rocky (Earth-like),1.05,6109.0,1.3777,1.1151,1.608,False,10.338
K02859.03,4.2888,0.0487,0.75,Rocky (Earth-like),0.84,5464.0,0.6193,0.7476,1.0781,False,13.851
K00268.01,110.3791,0.4061,1.73,Super-Earth,0.733,4808.0,0.2962,0.517,0.7456,False,10.56
K02867.02,18.94,0.1241,0.24,Rocky (Earth-like),0.71,4636.0,0.24,0.4654,0.6712,False,12.912
K02612.02,7.5731,0.0709,0.56,Rocky (Earth-like),0.829,5450.0,0.67,0.7776,1.1214,False,11.83
K03052.01,10.1297,0.086,0.89,Rocky (Earth-like),0.826,5450.0,0.6846,0.786,1.1335,False,13.573
K00340.01,23.6732,0.1687,16.8,Super-Jupiter,1.142,5811.0,1.281,1.0752,1.5506,False,13.057
K00075.01,105.8853,0.4697,8.8,Gas Giant,1.233,5925.0,4.6922,2.0578,2.9676,False,10.775
K00350.01,12.9916,0.1085,2.4,Mini-Neptune,1.01,6018.0,1.3726,1.113,1.6051,False,13.387
K00353.01,152.1045,0.6133,9.1,Gas Giant,1.33,6858.0,3.354,1.7398,2.509,False,13.374
K00364.01,173.9285,0.6382,0.93,Rocky (Earth-like),1.146,5798.0,1.8479,1.2914,1.8623,False,10.087
K03083.01,10.1832,0.0923,0.66,Rocky (Earth-like),1.013,5923.0,0.9144,0.9084,1.3101,False,12.857
K03083.02,6.2322,0.0666,0.54,Rocky (Earth-like),1.013,5923.0,0.9144,0.9084,1.3101,False,12.857
K03083.03,8.2947,0.0805,0.74,Rocky (Earth-like),1.013,5923.0,0.9144,0.9084,1.3101,False,12.857
K00366.01,75.112,0.3793,10.6,Gas Giant,1.29,6207.0,3.0768,1.6664,2.4031,False,11.714
K00368.01,110.3216,0.5756,18.9,Super-Jupiter,2.09,9257.0,27.6872,4.9988,7.2088,False,11.375
K00371.01,498.3928,1.3597,84.0,Super-Jupiter,1.35,5215.0,4.4172,1.9966,2.8793,False,12.193
K03111.01,10.7679,0.1011,2.09,Mini-Neptune,1.19,6034.0,4.6158,2.041,2.9434,False,12.863
K03111.02,4.3285,0.0551,1.47,Super-Earth,1.19,6034.0,4.6158,2.041,2.9434,False,12.863
K02984.01,11.4556,0.1008,1.09,Rocky (Earth-like),1.04,6031.0,1.9145,1.3145,1.8956,False,13.066
K03117.01,6.0667,0.0634,1.48,Super-Earth,0.923,5689.0,1.6375,1.2157,1.7531,False,13.163
K03128.01,21.236,0.1483,1.0,Rocky (Earth-like),0.965,5848.0,0.9955,0.9479,1.3669,False,13.371
K03017.01,2.4629,0.0355,0.77,Rocky (Earth-like),0.982,5936.0,1.2281,1.0528,1.5182,False,13.308
K00298.02,57.3843,0.2912,1.42,Super-Earth,1.0,5780.0,1.0014,0.9507,1.371,False,12.713
K03020.01,10.9192,0.0995,1.41,Super-Earth,1.102,6196.0,2.1328,1.3874,2.0008,False,13.534
K00005.01,4.7803,0.0581,5.66,Gas Giant,1.145,5861.0,2.1348,1.388,2.0017,False,11.665
K00319.01,46.1516,0.2692,7.5,Gas Giant,1.222,5952.0,2.4332,1.4819,2.137,False,12.711
K00326.01,8.9735,0.1054,36.2,Super-Jupiter,1.94,4746.0,69.9913,7.9478,11.4615,False,12.96
K00326.02,108.5277,0.5554,30.0,Super-Jupiter,1.94,4746.0,69.9913,7.9478,11.4615,False,12.96
K00051.01,10.4312,0.0555,12.5,Super-Jupiter,0.21,3240.0,0.0072,0.0806,0.1162,False,13.761
K00682.01,562.1424,1.3669,10.8,Gas Giant,1.078,5592.0,1.4599,1.1479,1.6553,True,13.916
K00683.01,278.1222,0.8627,6.0,Gas Giant,1.107,5887.0,1.3277,1.0946,1.5786,False,13.714
K00684.01,4.0349,0.0492,30.0,Super-Jupiter,0.977,5472.0,2.3797,1.4655,2.1134,False,13.831
K00686.01,52.5136,0.2619,11.4,Super-Jupiter,0.869,5559.0,0.694,0.7914,1.1413,False,13.579
K00687.01,4.1784,0.0506,1.46,Super-Earth,0.99,5885.0,0.9308,0.9165,1.3217,False,13.813
K00698.01,12.7187,0.103,10.87,Gas Giant,0.902,5705.0,0.7888,0.8437,1.2168,False,13.816
K00716.01,26.8931,0.18,6.8,Gas Giant,1.075,6115.0,1.2048,1.0428,1.5038,False,13.754
K00625.01,38.1382,0.255,47.0,Super-Jupiter,1.52,6464.0,9.0223,2.8535,4.1151,False,13.592
K00626.02,8.029,0.0811,0.96,Rocky (Earth-like),1.104,6157.0,1.5206,1.1715,1.6894,False,13.49
K00099.01,579.931,1.2339,3.4,Mini-Neptune,0.745,4992.0,0.2746,0.4978,0.7179,False,12.96
K00641.01,14.8518,0.0984,1.83,Super-Earth,0.576,4106.0,0.076,0.2619,0.3777,False,13.583
K00100.01,9.9664,0.1101,21.8,Super-Jupiter,1.79,6630.0,17.5307,3.9776,5.7361,False,12.598
K00974.01,53.5058,0.301,2.49,Mini-Neptune,1.27,6253.0,4.6996,2.0595,2.97,False,9.582
K00976.01,52.569,0.3208,90.65,Super-Jupiter,1.594,7201.0,6.6318,2.4465,3.5281,False,9.729
K01063.01,89.6982,0.3867,103.06,Super-Jupiter,0.959,6214.0,3.3523,1.7394,2.5084,False,13.624
K00145.01,102.9639,0.5549,39.88,Super-Jupiter,2.15,5047.0,29.5027,5.1601,7.4413,False,13.608
K01020.01,54.3564,0.283,33.13,Super-Jupiter,1.023,6058.0,2.4297,1.4808,2.1355,False,12.899
K01271.01,162.0541,0.6208,10.51,Gas Giant,1.215,6628.0,3.3406,1.7363,2.504,False,13.632
K01431.01,345.1599,0.9801,7.95,Gas Giant,1.054,5628.0,0.8175,0.8589,1.2387,True,13.46
K01230.01,165.7419,0.716,56.25,Super-Jupiter,1.782,5015.0,28.3028,5.054,7.2885,False,12.263
K01242.01,99.6443,0.4484,9.35,Gas Giant,1.211,6459.0,2.2076,1.4115,2.0355,False,13.75
K01326.01,53.1009,0.2514,15.99,Super-Jupiter,0.752,5378.0,0.411,0.609,0.8783,False,12.907
K01684.01,62.8158,0.325,50.42,Super-Jupiter,1.16,6428.0,2.047,1.3592,1.9601,False,12.849
K01613.02,94.094,0.406,1.02,Rocky (Earth-like),1.008,6044.0,2.1083,1.3794,1.9892,False,11.049
K01616.02,34.7754,0.2184,0.67,Rocky (Earth-like),1.149,6028.0,1.2986,1.0826,1.5612,False,11.538
K01622.01,69.8347,0.4018,3.47,Mini-Neptune,1.774,7732.0,13.1105,3.4398,4.9606,False,12.02
K01839.02,80.4113,0.3411,4.33,Gas Giant,0.819,5476.0,2.2581,1.4276,2.0587,False,13.237
K02009.01,86.7489,0.3566,2.11,Mini-Neptune,0.804,5830.0,0.8155,0.8579,1.2372,False,13.82
K02135.02,20.189,0.1481,1.25,Super-Earth,1.064,6327.0,1.985,1.3385,1.9302,False,13.573
K02194.03,445.2291,1.1412,1.43,Super-Earth,1.0,6038.0,1.0137,0.9565,1.3794,True,13.865
K02201.01,116.521,0.4592,86.38,Super-Jupiter,0.951,6063.0,1.5756,1.1925,1.7197,False,13.806
K02081.01,6.2142,0.0757,4.17,Gas Giant,1.501,5295.0,7.0069,2.5147,3.6265,False,13.439
K02042.01,63.0736,0.3503,6.67,Gas Giant,1.441,6628.0,9.9983,3.0039,4.332,False,13.089
K02533.03,26.1153,0.1889,2.38,Mini-Neptune,1.319,5190.0,5.52,2.232,3.2188,False,13.274
K02370.01,78.7324,0.3975,4.35,Gas Giant,1.351,6735.0,4.1813,1.9426,2.8014,False,13.003
K00266.02,47.7436,0.2789,1.82,Super-Earth,1.269,6283.0,4.3704,1.986,2.8641,False,11.472
K00268.01,110.3783,0.4825,3.03,Mini-Neptune,1.23,6343.0,2.71,1.5639,2.2553,False,10.56
K02732.04,24.5608,0.1708,0.86,Rocky (Earth-like),1.102,6086.0,1.5193,1.171,1.6887,False,12.805
K02677.01,237.7872,0.7621,5.78,Gas Giant,1.044,6400.0,1.8983,1.3089,1.8876,False,13.46
K02679.01,110.7557,0.4766,12.58,Super-Jupiter,1.177,6528.0,2.1736,1.4006,2.0198,False,13.455
K02603.01,73.7116,0.3588,1.57,Super-Earth,1.134,6431.0,2.7392,1.5723,2.2674,False,12.643
K02610.01,24.1072,0.187,2.64,Mini-Neptune,1.502,6585.0,10.6876,3.1057,4.4788,False,12.605
K02610.02,115.2295,0.5308,3.2,Mini-Neptune,1.502,6585.0,10.6876,3.1057,4.4788,False,12.605
K02696.01,96.4561,0.4617,5.56,Gas Giant,1.411,7030.0,6.0822,2.3429,3.3787,False,12.998
K02696.02,44.5645,0.2759,3.39,Mini-Neptune,1.411,7030.0,6.0822,2.3429,3.3787,False,12.998
K02758.01,253.355,1.007,25.41,Super-Jupiter,2.122,5177.0,22.8082,4.537,6.5428,False,11.893
K02869.02,274.743,0.8468,2.16,Mini-Neptune,1.073,6277.0,2.0291,1.3532,1.9515,False,13.749
K00298.02,57.384,0.2912,1.68,Super-Earth,1.0,5780.0,1.0014,0.9507,1.371,False,12.713
K02971.01,6.096,0.0661,0.85,Rocky (Earth-like),1.038,6234.0,1.432,1.1368,1.6394,False,12.742
K02971.02,31.9536,0.1995,1.0,Rocky (Earth-like),1.038,6234.0,1.432,1.1368,1.6394,False,12.742
K02906.02,145.8887,0.5298,1.63,Super-Earth,0.932,6279.0,1.9882,1.3395,1.9317,False,13.716
K03202.01,92.4648,0.3806,1.76,Super-Earth,0.86,5316.0,2.0031,1.3445,1.939,False,11.784
K03203.01,96.8172,0.4325,2.12,Mini-Neptune,1.151,7095.0,5.2735,2.1816,3.1461,False,11.816
K03371.01,58.1266,0.2618,1.05,Rocky (Earth-like),0.708,5356.0,0.3464,0.5591,0.8063,False,13.747
K03444.01,12.6714,0.0897,0.82,Rocky (Earth-like),0.6,3842.0,0.0699,0.2512,0.3622,False,13.693
K03444.02,60.3267,0.2539,29.78,Super-Jupiter,0.6,3842.0,0.0699,0.2512,0.3622,True,13.693
K03444.03,2.636,0.0315,0.55,Rocky (Earth-like),0.6,3842.0,0.0699,0.2512,0.3622,False,13.693
K03214.02,25.0898,0.1921,2.02,Mini-Neptune,1.502,6036.0,11.6824,3.2471,4.6826,False,12.014
K03444.04,14.1502,0.0966,0.82,Rocky (Earth-like),0.6,3842.0,0.0699,0.2512,0.3622,False,13.693
K00337.02,154.6074,0.5668,1.56,Super-Earth,1.016,6017.0,1.0193,0.9591,1.3832,False,13.936
K00326.01,8.9735,0.099,35.06,Super-Jupiter,1.606,4751.0,60.8332,7.4096,10.6854,False,12.96
K00326.02,108.5403,0.5215,33.79,Super-Jupiter,1.606,4751.0,60.8332,7.4096,10.6854,False,12.96
K03456.02,486.127,1.1986,1.18,Rocky (Earth-like),0.972,6008.0,1.3184,1.0908,1.5731,True,12.988
K03419.01,58.5851,0.3034,120.63,Super-Jupiter,1.085,6391.0,2.6557,1.5482,2.2326,False,13.061
K03168.01,56.3481,0.2996,1.16,Rocky (Earth-like),1.13,5968.0,2.8774,1.6115,2.3239,False,10.455
K03515.01,82.1376,0.3726,241.28,Super-Jupiter,1.023,6395.0,2.1861,1.4046,2.0256,False,12.261
K03602.01,249.3625,0.7354,147.95,Super-Jupiter,0.853,5940.0,1.1621,1.0241,1.4769,False,13.867
K03782.01,186.517,0.7183,35.61,Super-Jupiter,1.421,5018.0,5.0857,2.1424,3.0896,False,13.529
K03783.01,197.1455,0.7897,61.72,Super-Jupiter,1.69,7214.0,9.0982,2.8655,4.1324,False,12.962
K03520.01,135.586,0.5189,72.72,Super-Jupiter,1.014,6074.0,1.3799,1.116,1.6093,False,13.674
K03522.01,241.0715,1.0034,21093.1,Super-Jupiter,2.319,9541.0,37.94,5.8516,8.4386,False,10.656
K03608.01,244.8327,0.7652,44.19,Super-Jupiter,0.997,6105.0,1.2289,1.0531,1.5187,False,13.556
K00366.01,75.1122,0.4153,23.3,Super-Jupiter,1.694,6201.0,14.9232,3.6699,5.2924,False,11.714
K03787.01,141.734,0.5313,1650.26,Super-Jupiter,0.996,5993.0,1.3979,1.1232,1.6198,False,13.891
K03528.01,165.4058,0.5895,114.44,Super-Jupiter,0.999,6061.0,5.7806,2.2841,3.2939,False,12.724
K00368.01,110.3217,0.583,18.79,Super-Jupiter,2.172,9274.0,27.701,5.0,7.2105,False,11.375
K03536.01,156.5166,0.5625,61.35,Super-Jupiter,0.969,6002.0,1.3681,1.1112,1.6024,False,13.375
K03823.01,202.1175,0.6661,5.5,Gas Giant,0.965,5817.0,0.7775,0.8377,1.208,False,13.922
K03541.01,421.4297,1.1533,8312.25,Super-Jupiter,1.152,6235.0,3.9556,1.8894,2.7248,False,13.769
K03720.01,213.3991,0.7709,28.34,Super-Jupiter,1.342,6953.0,4.5004,2.0153,2.9063,False,13.381
K00353.01,152.1059,0.6116,9.6,Gas Giant,1.319,6823.0,3.6869,1.8241,2.6306,False,13.374
K03811.01,290.1402,0.7616,6.53,Gas Giant,0.7,5551.0,0.4959,0.669,0.9648,True,13.906
K03557.01,243.8213,0.7742,45.02,Super-Jupiter,1.041,6462.0,2.1894,1.4057,2.0271,False,13.297
K00353.03,11.1622,0.1072,1.38,Super-Earth,1.319,6823.0,3.6869,1.8241,2.6306,False,13.374
K03583.01,210.3063,0.8204,106.18,Super-Jupiter,1.665,7591.0,12.1199,3.3073,4.7695,False,12.504
K04034.02,11.609,0.1129,14805.0,Super-Jupiter,1.425,6602.0,3.3265,1.7327,2.4987,False,13.487
K04037.01,215.9599,0.7455,3.14,Mini-Neptune,1.185,6532.0,2.9503,1.6318,2.3532,False,12.853
